row ID,row m/z,row retention time,CUP_MeOH,PC_MeOH,AFI_MeOH,CUPI_MeOH,CUP_EtOAc,PC_EtOAc
871,185.1170097,7.5393167,0,0,0,0,0,263117.44
872,298.0731087,7.5393167,0,0,0,0,0,209925.9
873,203.1275759,7.5564437,8206.838,81448.32,0,0,49771.73,1293870.8
874,464.2064071,7.568618,0,166138.47,0,0,0,76581.1
875,505.2279039,7.5849276,10085.87,0,18711.986,23860.066,18727.174,0
876,273.0753082,7.5863094,0,0,692554.7,0,745380.06,0
877,522.254432,7.5870523,25233.94,50073.406,63081.785,71894.28,56614.76,0
878,241.143037,7.609664,0,0,0,0,24889.408,106352.56
879,695.2173605,7.6170454,0,0,0,0,85673.61,0
880,725.2277781,7.6170454,0,0,0,0,241714.81,0
881,276.1803577,7.6290703,0,0,0,0,75071.195,159673.84
882,225.1117504,7.6410956,0,0,0,0,0,111620.914
883,621.1809862,7.6421547,0,0,0,46754.57,0,0
884,281.1356992,7.6484995,0,0,0,0,71139.54,137458.22
885,536.2269597,7.653606,0,34299.168,0,0,0,96056.484
886,442.3370625,7.6663327,72554,48206.203,50778.98,54374.465,50315.598,51634.1
887,245.1379572,7.6781244,0,0,0,0,43235.527,108896.055
888,259.153624,7.6781244,0,0,0,0,104207.22,324826.06
889,396.0159687,7.6787176,0,0,0,37823.07,5708.7925,0
890,301.0703578,7.679531,19635.203,0,0,1560920.9,0,0
891,400.2113319,7.6857696,0,0,0,0,222110.58,0
892,712.3166379,7.689788,6371.1963,0,12644.291,25695.773,63639.047,0
893,544.1965836,7.696884,0,47516.3,0,0,0,0
894,501.1748401,7.7003446,0,0,0,0,0,251040.84
895,487.1953046,7.7007327,0,0,0,48673.07,0,35501.457
896,505.2057724,7.7007327,0,0,0,22144.637,0,189189.78
897,547.216926,7.7102275,0,0,23135.914,52161.324,0,0
898,564.2434045,7.7102275,0,0,121226.56,367192.3,0,0
899,585.1726347,7.7102275,0,0,25338.686,60568.996,0,0
900,299.0910644,7.7273912,0,0,0,353214.88,185891.88,0
901,562.2432727,7.736622,0,46173.26,0,0,0,0
902,520.2540673,7.7496247,0,0,65815.97,0,0,0
903,725.2279136,7.749994,0,0,0,0,55371.086,0
904,366.0967592,7.7649083,0,0,0,0,0,57601.99
905,442.1647249,7.7674437,0,47793.777,0,0,0,0
906,560.22743,7.770548,0,12597.893,0,0,0,218917.5
907,329.1015622,7.772368,0,0,0,1213623.1,227693.44,0
908,271.0598292,7.77476,0,0,217756.88,117991.414,82090.49,0
909,221.0706703,7.8036823,0,0,0,0,0,813831.56
910,464.2064734,7.8049655,0,154349.83,0,0,0,122802.54
911,226.1798319,7.811661,146275.84,247795.31,267977.2,269771.25,226581.52,285765.1
912,244.1903861,7.811661,89090.93,144791.28,148780.77,140553.75,138388.53,161149.31
913,261.1117216,7.8133006,0,0,1347825.5,0,0,0
914,283.0937129,7.8133006,0,0,232491.22,0,0,0
915,292.153874,7.8133006,0,0,215050.47,0,0,0
916,243.1012397,7.819061,4462.5205,0,4868369.5,0,61806.945,0
917,359.1119367,7.8325915,0,0,0,626589.1,0,0
918,260.0914319,7.8334327,0,0,0,0,0,136697.78
919,450.1907248,7.8349876,0,34186.35,0,0,0,80364.89
920,704.3963665,7.846957,0,0,0,0,905804.8,0
921,331.080698,7.855232,10263.932,0,0,722736.4,153428.02,0
922,368.1121962,7.862712,0,0,0,0,0,83325.68
923,487.1957261,7.868933,0,99507.32,10302.998,0,0,1699144.4
924,205.1432595,7.890558,35478.836,35332.29,33984.33,31477.277,35145.094,37679.977
925,303.0859677,7.9041343,0,0,249064.6,108330.5,392047.12,0
926,277.1070151,7.907272,0,0,18169.559,0,0,0
927,498.2482814,7.907272,0,0,81298.88,0,0,0
928,564.2577493,7.91695,0,265545.1,0,0,0,136730.1
929,1215.339351,7.9178257,9369.487,0,0,0,78177.49,0
930,277.2160511,7.9298882,7552.91,28936.115,0,0,0,438542.78
931,562.2430579,7.9318914,0,290694.28,0,0,0,668158.2
932,295.2265388,7.9320674,22984.13,70357.54,12988.9,32049.54,302079.8,1068932.4
933,348.273918,7.9320674,29879.11,104138.91,16623.305,41556.29,347564.6,1427527.4
934,213.1481965,7.933821,0,0,0,0,63763.77,184352.34
935,369.2033466,7.933821,0,0,0,0,71492.484,246693.17
936,353.2292544,7.9343762,0,19995.04,0,0,117227.08,439556.16
937,343.2472348,7.9393463,0,0,0,0,62622.84,0
938,195.1377684,7.941328,0,18616.004,0,9974.097,88691.266,240924.28
939,331.0807347,7.971062,0,0,43809.21,217558.38,80719.55,0
940,442.164498,7.974592,0,27162.953,0,0,0,0
941,363.1062935,7.9918575,0,0,0,30312.445,0,0
942,241.1430598,7.9943895,0,0,0,0,0,223834.89
943,281.1357071,7.9943895,0,0,0,0,0,133895.97
944,301.0703722,7.9998136,36764.87,0,204766.45,407347,422825.47,0
945,739.2431088,8.005163,0,0,0,0,402995.47,0
946,361.0911873,8.028294,0,0,0,283883.38,187626.05,0
947,230.0809243,8.031754,0,78673.95,0,0,0,1621898.1
948,348.2739075,8.031754,0,44301.586,0,0,0,515377.88
949,501.2112777,8.059009,0,0,0,0,0,405622.56
950,377.0860952,8.060387,9359.29,0,0,15149.777,141898.2,0
951,375.1432518,8.062443,0,0,0,550760.75,322154.4,0
952,564.2587826,8.070003,0,237092.6,0,0,0,0
953,578.2745105,8.070003,0,25353.646,0,0,0,0
954,263.1276065,8.075335,0,0,56388.336,0,0,0
955,550.2431768,8.100678,0,85633.375,0,0,0,0
956,271.059864,8.125108,0,0,0,51997,0,0
957,255.0760719,8.131454,0,0,0,0,42710.734,0
958,258.1121841,8.131454,0,0,0,0,269174.66,0
959,331.0808111,8.132276,0,0,15930.676,660507.5,123150.055,0
960,435.1281193,8.15503,0,0,0,77307.78,0,0
961,536.2699412,8.159044,7232.4023,0,0,0,14971.792,0
962,291.1950568,8.18732,0,0,0,0,0,249303.16
963,480.2373168,8.18732,0,0,0,0,0,219252.73
964,288.0862901,8.188296,0,0,0,130156.414,29989.893,0
965,309.2054871,8.189453,0,0,0,0,23329.02,394827.94
966,504.2223506,8.194342,0,91377.66,0,0,0,2755372.2
967,389.1222225,8.218875,0,0,0,2928033,0,0
968,312.0873314,8.225276,0,0,0,0,0,145342.28
969,487.1955377,8.225276,0,0,0,0,0,1999476.4
970,478.2222637,8.263439,0,129998.52,0,0,0,123585
971,199.1803121,8.270801,29588.703,30114.627,23972.568,26200.592,25766.252,37933.492
972,322.2372467,8.280633,0,24093.754,0,0,0,939248.3
973,329.1013666,8.287025,0,0,0,192745.48,141903.72,0
974,501.2113701,8.289554,0,0,0,0,0,219804.89
975,536.2484709,8.289554,0,0,0,0,0,811502.75
976,541.2036546,8.289554,0,0,0,0,0,126685.27
977,557.1777549,8.289554,0,0,0,0,0,145966.03
978,489.2107253,8.307087,0,0,0,0,110709.125,10397.664
979,359.1116029,8.312292,0,0,0,4756678.5,0,0
980,550.2655685,8.323414,0,0,0,0,0,121633.18
981,450.2694933,8.330294,0,0,16964.445,0,0,48717.094
982,478.2222051,8.353638,0,0,0,0,0,224785.14
983,696.3368686,8.353638,0,0,0,0,0,50808.01
984,386.1229998,8.388288,0,0,0,0,0,102964.11
985,534.2340948,8.388288,0,0,0,0,0,61898.273
986,288.0861379,8.391817,13153.927,0,0,0,147252.12,0
987,375.1327996,8.392843,0,0,0,0,690377.06,0
988,358.1037244,8.400145,0,0,0,106646.19,62775.54,0
989,373.1273657,8.406762,2072135.6,0,1266348.5,3.01E+07,1.91E+07,0
990,374.1305095,8.407447,0,0,0,6652800.5,0,0
991,395.1090922,8.422152,0,0,0,0,169842.05,0
992,464.2066221,8.438094,0,16729.66,0,0,0,0
993,476.2064907,8.443649,0,37337.164,0,0,0,115875.82
994,490.2216194,8.443649,0,54860.516,0,0,0,29939.516
995,506.2171055,8.463032,0,31343.86,0,0,0,124196.18
996,478.2220773,8.482198,0,170319.08,0,0,0,412952.62
997,519.2216848,8.482198,0,15729.211,0,0,0,103671.38
998,450.2692233,8.484091,20835.271,24983.979,21244.668,0,23427.383,87620.695
999,181.122083,8.489648,141508.83,0,13239.544,55712.793,1397249,36366.164
1000,464.2065059,8.512221,0,56706.395,0,0,0,219860.2
1001,361.0909923,8.512487,0,0,0,117698.74,49412.855,0
1002,500.3787884,8.519553,40147.773,0,0,0,0,0
1003,389.122288,8.526063,358857.06,0,0,1.18E+07,4881610,0
1004,411.1042123,8.529318,0,0,0,251692.8,133129.88,0
1005,427.0780577,8.529318,0,0,0,175677.94,89757.59,0
1006,353.2293276,8.585184,0,0,0,0,35422.555,164718.44
1007,382.09144,8.585855,0,0,0,0,0,172587.16
1008,400.1020287,8.585855,0,0,0,0,0,236565.02
1009,488.2062912,8.601463,0,36052.08,0,0,0,124916.16
1010,403.1384262,8.605962,0,0,50082.363,0,0,0
1011,490.2218426,8.611481,0,46070.883,0,0,0,87396.375
1012,217.1431716,8.615251,0,0,0,0,10147.758,139025.9
1013,239.1268429,8.615533,0,0,0,0,0,36009.668
1014,564.2581108,8.631504,0,61508.47,0,0,0,59896.434
1015,506.2171817,8.6798935,0,135480.25,0,0,0,204888.28
1016,465.1391464,8.6846,0,0,0,0,88840.36,0
1017,510.2482636,8.717897,0,66338.69,0,0,0,382614.72
1018,519.2219957,8.717897,0,11438.659,0,0,0,209348.5
1019,536.2485133,8.719499,0,0,0,0,0,446349.06
1020,287.2212279,8.72287,0,0,0,0,551640,0
1021,325.1770709,8.72287,0,0,0,0,99307.695,0
1022,251.2001326,8.732186,0,0,0,47900,500731.53,0
1023,269.2108232,8.732186,0,0,0,71711.22,758804.06,0
1024,217.0492859,8.743831,0,0,2818298.5,0,0,0
1025,490.2218826,8.747846,0,92606.484,0,0,0,462530.47
1026,462.2268158,8.749087,0,0,0,0,0,92694.83
1027,405.1175023,8.76842,0,0,10433.027,104369.95,98126.74,0
1028,317.101587,8.771479,0,0,0,39514.227,0,0
1029,391.1016009,8.773264,0,0,64674.88,0,0,0
1030,490.2431116,8.773264,0,0,212225.75,0,0,0
1031,158.1538132,8.777629,269702.3,184028.98,205767.73,234342.62,219765.31,226650.81
1032,200.0703665,8.777678,0,28362.508,0,0,0,528449.7
1033,473.2165887,8.805728,0,0,300336.5,66548.4,0,7620.636
1034,353.2293564,8.808403,0,0,0,0,0,150920.86
1035,494.2534515,8.812048,0,24997.06,0,0,0,271113.4
1036,403.1380653,8.818005,382577.8,0,16315.033,0,5189910.5,0
1037,343.1169364,8.8279,0,0,0,1756965.8,784460.1,0
1038,508.2325614,8.838089,0,0,0,0,0,179594.44
1039,249.2056649,8.838914,45064.01,37474.035,29513.941,41809.05,46739.027,39636.816
1040,564.2587674,8.845984,0,36744.234,0,0,0,0
1041,228.195561,8.849664,151841.4,149367.06,163779.03,140984.92,139389.64,153747.86
1042,228.1014969,8.863484,0,0,0,0,12423.997,199819.58
1043,250.1774107,8.872118,42084.125,35577.37,0,29196.371,16086.359,23975.258
1044,480.2373404,8.872443,0,0,0,0,0,63000.215
1045,478.2222116,8.8788395,0,32694.627,0,0,0,57635.4
1046,359.1118661,8.904583,0,0,0,1432822.5,0,0
1047,419.1330308,8.904583,0,0,0,140250.81,0,0
1048,423.2884607,8.910183,0,19594.988,24304.152,25051.219,17817.633,18168.207
1049,347.1121419,8.9115095,0,0,0,243079.03,31036.297,0
1050,261.1116734,8.926592,0,0,2.16E+07,0,671769,0
1051,283.0937521,8.926592,0,0,414482.38,0,4916.321,0
1052,345.0964628,8.926592,0,0,25745.777,0,76255.15,0
1053,189.0543245,8.934747,0,0,1071721.4,0,0,0
1054,243.1011395,8.934747,0,0,949042.56,0,0,0
1055,278.1382862,8.934747,0,0,2608209.2,0,0,0
1056,292.1538938,8.934747,0,0,750633.1,0,0,0
1057,299.067556,8.934747,0,0,571544.6,0,0,0
1058,203.1275492,8.93704,0,0,0,0,0,67579.914
1059,211.0862857,8.948359,0,0,0,0,74554.7,0
1060,492.2375795,8.958637,0,445194.97,0,0,0,346103.5
1061,304.1076764,8.971596,0,0,0,0,0,46433.676
1062,265.1333296,8.97272,0,0,0,205136.78,0,0
1063,256.1327726,8.976645,0,0,0,106170.67,778023.8,353351.6
1064,266.1366415,8.985619,0,0,0,0,96832.89,0
1065,520.2548031,9.001342,0,0,0,0,0,102841.19
1066,596.2845594,9.001342,0,0,0,0,0,135544.33
1067,240.2317876,9.006681,0,45913.023,29520.592,29360.297,39197.664,51220.61
1068,343.2949626,9.008351,218091.27,464756.3,363005.9,282627.03,411027.62,487298.72
1069,315.0856542,9.0320015,0,0,0,1200398.2,0,0
1070,347.1116565,9.067081,0,0,0,260371.05,0,0
1071,365.0988059,9.067081,0,0,0,120266.766,0,0
1072,189.0544151,9.068137,0,0,123176.93,0,0,0
1073,243.1012416,9.068137,0,0,97977.02,0,0,0
1074,261.1117638,9.068137,0,0,1506560,0,0,0
1075,278.1385556,9.068137,0,0,100983,0,0,0
1076,311.2212364,9.068535,0,0,0,0,0,59109.36
1077,386.1227818,9.068535,0,0,0,0,0,64169.1
1078,343.1169678,9.073432,2902354.2,0,2173337.8,3.92E+07,2.53E+07,0
1079,317.1950786,9.088991,151093.22,113133.234,138006.19,103858.04,132006.72,114074.45
1080,299.1848192,9.090769,0,61284.56,94341.09,80666.31,91846.875,69264.54
1081,334.221802,9.093099,0,40843.914,55781.68,0,0,46496.47
1082,533.2374517,9.097365,0,0,570348.3,0,0,0
1083,550.2639768,9.097365,0,0,1042525.2,0,0,0
1084,373.1273103,9.102602,3233777.8,0,1861538.2,4.19E+07,3.31E+07,0
1085,395.1094436,9.104347,120117.22,0,0,135755.95,139306.86,0
1086,488.2059237,9.113692,0,62407.9,0,0,0,0
1087,373.1656388,9.12046,0,0,417626.8,169423.02,130294.36,0
1088,508.2325683,9.124275,0,11550.545,0,0,0,141279.31
1089,355.1522086,9.128033,0,0,480200.2,0,0,25329.4
1090,231.1011809,9.12868,0,0,521705.9,0,0,0
1091,279.0930042,9.130924,0,0,44832.676,203161.52,0,12163.015
1092,367.2470832,9.134859,0,0,0,0,0,59329.992
1093,471.2007357,9.137919,292636.88,315557.4,1767348.1,3584261.8,3411261.8,2064890.9
1094,203.0335731,9.157755,0,0,898548.56,0,0,0
1095,395.1458552,9.157755,0,0,416712.06,0,0,0
1096,404.2060217,9.157755,0,0,444696.3,0,0,0
1097,251.0809744,9.164144,0,0,0,0,0,84716.06
1098,289.1794093,9.164144,0,0,0,0,0,34201.465
1099,398.122702,9.164144,0,0,0,0,0,390918.3
1100,389.1223503,9.174452,129729.82,0,81532.36,0,2686825.5,31773.648
1101,492.2369714,9.185604,0,535112.75,0,0,0,730544.75
1102,431.1326827,9.1996975,0,0,0,0,149559.89,0
1103,478.2217246,9.204487,0,44170.098,0,0,0,247314.47
1104,288.2893739,9.206266,56217.387,72538.02,72737.43,78432.84,41715.344,77702.016
1105,201.1481303,9.21376,0,0,0,0,19387.22,56732.055
1106,483.2322047,9.215366,0,91573.06,0,0,0,0
1107,578.2741957,9.221596,0,180108.36,0,0,0,37057.383
1108,291.1951362,9.225107,0,0,0,60106.164,0,0
1109,375.1431185,9.225906,69279.1,0,0,751102.2,879835.5,0
1110,368.1485096,9.227824,0,0,0,0,0,112550.35
1111,301.2845967,9.229444,45546.035,65544.195,65246.254,66286.15,64649.566,65957.805
1112,307.2260864,9.237729,0,0,0,0,207375.6,0
1113,373.127526,9.241415,58658.95,0,0,0,834715.9,0
1114,508.2688994,9.245353,0,40068.938,0,0,0,0
1115,365.2293311,9.246811,11502.152,0,0,0,184748.69,57977.496
1116,540.1500718,9.256197,0,0,45518.254,0,0,0
1117,360.2735287,9.259513,9132.093,0,0,0,174240.02,64920.773
1118,291.1950307,9.2718315,14906.941,0,0,25642.664,178281.02,63981.863
1119,345.0963021,9.275587,61360.96,0,0,3690613.5,841550.1,0
1120,272.1276924,9.283845,0,0,0,169982.3,0,0
1121,367.0780403,9.283845,0,0,0,94053.17,0,0
1122,383.0519248,9.283845,0,0,0,62926.08,0,0
1123,473.2166,9.300525,0,130490.78,0,0,0,1030903.56
1124,506.2535165,9.300525,0,41002.1,0,0,0,226187.16
1125,219.1868506,9.309993,10275.714,7733.6885,0,14324.748,17532.238,0
1126,370.1277694,9.325004,0,0,0,0,0,742274.7
1127,422.0627085,9.325004,0,0,0,0,0,216257.06
1128,384.1070489,9.330149,0,170801.06,0,0,0,2933833.2
1129,241.1429214,9.330387,0,0,0,0,101190.31,72600.37
1130,315.0857398,9.341378,10704.291,0,0,515616.6,168512.25,0
1131,377.1226064,9.347819,0,0,0,306084.9,0,0
1132,352.2510855,9.360993,150532.25,228175.39,222305.45,202408.28,204939.94,251013.02
1133,225.1960191,9.36989,40892.406,33958.61,34943.06,35766.414,39377.934,0
1134,322.2042068,9.383551,23179.438,33418.71,29858.465,30989.248,28981.227,0
1135,302.1021777,9.385968,0,0,0,132018.69,0,0
1136,576.2587088,9.410957,0,93088.49,0,0,0,236069.84
1137,578.2735579,9.410957,0,179426.83,0,0,0,76817
1138,540.1502421,9.421339,0,0,8490.806,0,0,0
1139,365.2296664,9.431256,0,0,0,0,17022.58,0
1140,254.2110949,9.443061,10407.814,13086.747,16147.29,14863.572,12284.405,16827.928
1141,473.216698,9.449545,0,0,0,0,0,262460.4
1142,578.3164074,9.464381,7667.5,0,12915.649,0,16429.55,0
1143,289.1065859,9.465758,0,0,0,0,227401.77,0
1144,316.2842055,9.502581,18456.023,19955.55,20822.164,18905,18023.871,13656.677
1145,302.1019038,9.504067,0,0,0,35233.535,45959.703,0
1146,313.2004153,9.51626,0,0,0,0,0,61288.984
1147,331.2108932,9.51626,0,0,0,0,0,89114.71
1148,494.2532797,9.51626,0,0,0,0,0,158781.47
1149,403.1380725,9.522788,489078.47,0,11994.817,190288.78,7166854,0
1150,425.1193618,9.525079,0,0,0,0,195826.4,0
1151,441.0937272,9.525079,0,0,0,0,135844.25,0
1152,335.0882844,9.550903,0,0,0,98815.89,0,0
1153,405.1537438,9.550903,0,0,0,1671069.9,0,0
1154,272.0913536,9.556816,0,0,0,23796.824,152850.72,0
1155,313.1063483,9.560479,142211,0,0,3638561.8,1967382.5,0
1156,265.103736,9.579526,25614.64,0,21272.746,27996.39,0,23495.375
1157,373.1274844,9.595074,96795.97,0,0,0,1402231.4,0
1158,345.0964057,9.597042,63493.785,0,11299.363,3547315.2,831734.7,0
1159,367.0782569,9.609638,0,0,0,52440.066,0,0
1160,272.2581511,9.62334,73760.46,113119.15,96527.09,121747.42,109106.664,142668.9
1161,285.0756815,9.639414,0,0,0,46448.94,0,0
1162,315.0858503,9.639414,0,0,0,66223.65,0,0
1163,501.2117158,9.641054,0,30757.582,0,0,0,76220.336
1164,646.3363854,9.650077,0,0,0,0,0,299624.4
1165,376.305141,9.656038,0,36688.33,0,0,0,327259.6
1166,309.2420099,9.661999,0,62554.992,0,0,0,0
1167,367.2449112,9.667367,0,49855.742,0,0,223396.56,456662.3
1168,362.2894301,9.670813,0,86983.914,0,0,0,808069.5
1169,187.1326423,9.679627,0,0,0,0,0,72078.42
1170,243.1586825,9.679627,0,0,0,0,0,97839.234
1171,501.2115964,9.712668,0,0,0,0,0,67478
1172,518.2381558,9.712668,0,0,0,0,0,240056.1
1173,539.1673655,9.712668,0,0,0,0,0,63095.89
1174,172.1691791,9.722142,34445.83,20486.18,21723.918,0,0,26366.256
1175,405.1435399,9.722227,0,0,825329.25,0,0,0
1176,373.090866,9.724013,191811.2,0,106141.58,0,1055246.2,0
1177,843.2246791,9.726335,402834,0,249363.42,1502837.8,1251030.8,0
1178,406.1464518,9.729456,0,0,0,1241309.6,1083044,0
1179,403.1378458,9.729568,3.33E+07,0,2.05E+07,2.42E+08,2.09E+08,28327.295
1180,441.0941074,9.73205,266099.88,0,224479.1,327742.7,353958.47,0
1181,388.1136916,9.733618,98714.15,0,61509.258,746585.4,621224.06,0
1182,827.250242,9.733594,1274657.4,0,856312.3,3594852.2,2821139.5,0
1183,425.1199394,9.756649,339114.78,0,303609.9,297302.5,182906.83,0
1184,227.1638083,9.766163,0,10433.35,0,0,0,98852
1185,309.2418952,9.766163,0,36047.086,0,0,0,415255.78
1186,367.2450254,9.766163,0,28346.512,0,0,0,369472
1187,383.2191358,9.766163,0,15597.469,0,0,0,207796.34
1188,291.122251,9.78107,0,0,293306.66,0,0,0
1189,362.289398,9.783589,0,39697.133,0,0,0,436456
1190,376.3051434,9.783589,0,21475.715,0,0,0,294903.47
1191,492.2378835,9.801544,0,47115.664,0,0,0,128650.34
1192,592.3323108,9.801544,0,13844.129,0,0,0,17079.27
1193,515.2272163,9.837186,0,0,984712.56,1762018.8,0,27874.39
1194,398.1230127,9.838253,0,0,0,0,0,88692.484
1195,365.0988196,9.838839,85137.195,0,0,406016.66,0,0
1196,343.1170531,9.849683,1955893.1,0,708431.25,3.04E+07,2.20E+07,0
1197,381.0729611,9.8555,0,0,0,346877.4,0,0
1198,462.2270439,9.882748,0,45043.32,0,0,0,122166
1199,630.342521,9.910736,0,33870.24,0,0,0,280600.3
1200,316.2844179,9.916025,0,0,31976.95,14384.035,0,0
1201,285.0756897,9.920125,0,0,0,98090.016,0,0
1202,375.1067769,9.9292555,223127.25,0,0,9413903,33536.89,0
1203,414.1176362,9.931675,0,0,0,0,0,180054.22
1204,550.2640364,9.931675,0,0,0,0,0,64830.42
1205,311.1848281,9.93577,8728.126,7661.74,6249.6304,0,0,10993.437
1206,293.2107766,9.953203,0,34700.617,11157.409,16742.3,68744.305,722151.5
1207,290.1958677,9.955032,0,0,0,0,140436.77,210127.72
1208,275.2003364,9.957541,0,7122.085,0,0,46817.133,182866.97
1209,311.2211366,9.957541,0,6930.294,0,0,28460.031,232435.25
1210,389.1226031,9.957796,74483.016,0,37338.84,65959.56,1507773.5,30090.207
1211,289.1794857,9.959349,0,9935.488,0,0,0,23632.846
1212,446.3265499,9.990455,0,0,0,53897.395,0,0
1213,352.1172994,9.993735,0,241326.5,0,0,0,2625847.5
1214,239.127393,9.9950075,0,0,0,0,0,96701.805
1215,374.0992536,9.9950075,0,0,0,0,0,101201.41
1216,219.0650562,10.00809,0,0,25311.953,0,0,0
1217,230.2476235,10.012216,135313.08,0,196822.64,0,132710.94,0
1218,307.1899772,10.024859,0,0,0,0,0,49823.535
1219,345.0965966,10.034878,0,0,0,35031.59,17988.334,0
1220,191.142816,10.053813,0,0,0,0,41841.14,14127.4795
1221,414.11774,10.059128,0,0,0,0,0,83410.93
1222,361.127712,10.069284,0,0,0,618802.25,320153.56,0
1223,817.4572645,10.074444,0,0,259149.55,0,0,0
1224,826.517507,10.074444,0,0,23183.465,0,0,0
1225,833.4309757,10.074444,0,0,80834.05,0,0,0
1226,795.4755083,10.076382,0,0,724962.4,0,13542.689,0
1227,316.2843645,10.097376,0,0,77739.29,30158.348,0,0
1228,234.169639,10.118408,0,0,0,0,0,160291.66
1229,275.2003792,10.118408,0,0,0,0,0,106533.81
1230,203.1275252,10.12071,0,34902.105,0,0,0,276713.8
1231,217.1431837,10.12071,0,74690.94,0,0,0,650193.25
1232,343.1172425,10.128357,14133.932,0,0,17072.473,275365.75,0
1233,446.3261287,10.129098,0,0,0,89743.54,0,0
1234,239.1257647,10.136265,0,23120.152,0,0,0,96871.734
1235,335.2188543,10.149516,0,0,0,0,0,42832.48
1236,508.2691194,10.149516,0,0,0,0,0,264832.4
1237,524.2640182,10.157625,0,82112.9,0,0,0,0
1238,315.0858432,10.158552,0,0,0,223443.44,0,0
1239,471.1046507,10.159305,248590.75,0,0,187032.94,395588.22,0
1240,433.1485818,10.161538,1.49E+07,0,1290167.2,9616197,1.27E+08,0
1241,418.1246287,10.171071,0,0,0,0,448396.66,0
1242,435.1538399,10.171071,0,0,0,0,5718929.5,0
1243,436.1564611,10.171071,0,0,0,0,744515.44,0
1244,887.2713291,10.171071,0,0,0,0,3636921.5,0
1245,903.2447985,10.171071,0,0,0,0,1341656.6,0
1246,455.1305038,10.180247,350158.78,0,0,279772.56,467508.25,0
1247,406.2008537,10.183825,0,55336.62,0,0,0,111516.7
1248,288.1590978,10.187949,0,0,0,229124.34,0,0
1249,345.1327012,10.187949,0,0,0,333088.4,0,0
1250,496.1591652,10.211617,0,0,0,23193.688,81307.15,0
1251,632.3579278,10.227322,0,46133.49,0,0,0,0
1252,193.1223324,10.23265,0,0,8609.656,45986.34,0,0
1253,589.3217896,10.237913,16290.54,0,25836.238,0,0,0
1254,606.3479201,10.244493,32539.717,51265.074,50598.117,53829.695,50500.06,57341.36
1255,391.1383149,10.25696,0,0,0,355790.16,0,0
1256,413.1203406,10.25696,0,0,0,29897.291,0,0
1257,307.1900722,10.260821,0,0,0,20927.596,70945.414,0
1258,403.1382325,10.260821,0,0,0,222375.72,118487.01,0
1259,405.1176098,10.260821,0,0,0,114590.414,203131.16,0
1260,305.2107349,10.271727,0,0,0,0,0,42835.08
1261,323.2211692,10.286883,0,16007.985,0,0,26770.941,154538.34
1262,418.2792949,10.287967,86531.19,54061.902,0,0,0,121206.65
1263,429.0941435,10.30876,0,0,0,12264.596,8842.564,0
1264,285.2422699,10.331324,18370.438,0,0,0,60860.03,0
1265,506.2535666,10.34598,0,36840.934,0,0,0,40663.883
1266,391.1382712,10.349919,0,0,10433.049,719058.1,319510.2,0
1267,215.1639818,10.356978,0,0,0,0,94330.55,0
1268,272.1277842,10.356978,0,0,0,0,234979.52,0
1269,298.2738701,10.375114,0,0,48820.645,0,0,0
1270,343.1168086,10.391377,0,0,0,33480.07,0,0
1271,286.1432824,10.42074,0,0,0,6687646.5,0,0
1272,564.2791459,10.423128,0,0,0,0,1184836.8,0
1273,242.1170961,10.436843,0,0,0,0,0,1148044.5
1274,783.2031322,10.453245,0,0,0,1979975.4,1090491.5,0
1275,419.1326286,10.456475,973083.44,34385.32,2113995.8,211058.03,9381729,295939.1
1276,376.1359664,10.45661,0,0,0,0,764393.5,0
1277,343.0799069,10.456834,113107.055,0,0,1148075.6,858177.44,0
1278,395.1092669,10.460996,374392.66,0,318277.47,658226.9,478229.72,0
1279,373.1274042,10.462159,2.31E+07,22135.379,1.14E+07,2.20E+08,1.75E+08,20168.373
1280,767.2293516,10.467958,972374.6,0,0,6069256.5,4282496.5,0
1281,411.0833835,10.470413,244403.42,0,201703.44,618767,486144.28,0
1282,375.1329717,10.470894,825868.4,0,416779.66,0,0,0
1283,516.1645975,10.470947,0,0,0,0,0,76878.13
1284,506.2533366,10.494322,0,105026.195,0,0,0,240675.97
1285,411.2156336,10.500477,0,0,0,0,0,164251.78
1286,455.205732,10.509447,0,268701.1,510842.38,192418.4,0,1792740.5
1287,359.1115898,10.514233,290801.8,0,70827.76,6842634.5,3650518.2,0
1288,371.3264073,10.519387,130402.3,217370.66,167624.42,0,0,216895.94
1289,630.3416547,10.529882,0,0,0,0,0,707650.2
1290,227.163815,10.556342,0,11420.746,0,0,97657.63,92902.44
1291,367.2447889,10.557393,14162.385,33088.934,0,0,207759.02,427085.78
1292,592.2895702,10.5584545,0,33309.8,0,0,0,18225.83
1293,376.3049812,10.559152,6449.4717,23683.21,0,0,0,244195.97
1294,646.3355049,10.562254,0,0,0,0,0,782691.1
1295,327.2161476,10.60267,86967.76,70568.09,83073.34,94003.88,107181.484,126847.75
1296,345.2266506,10.60267,114784.55,136395.23,110757.414,122540.61,142596.67,148071.06
1297,318.299855,10.60654,0,0,83778.77,32581.797,19023.68,0
1298,286.1437372,10.606549,0,0,0,92346.875,0,0
1299,362.2530668,10.6186905,0,52526.465,26363.977,32441.91,43589.492,148458.2
1300,376.2689032,10.621725,0,44264.48,10836.215,0,21965.39,55591.734
1301,316.2114157,10.628333,39344.133,26519.25,26935.256,0,0,32896.453
