row ID,row m/z,row retention time,Peak area,Standards Identification,SMILES,True Type,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C14 loss,C14 loss_ion_pair,C14 loss_intensity_pair,C14 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C5 loss,C5 loss_ion_pair,C5 loss_intensity_pair,C5 loss_score,C4 loss,C4 loss_ion_pair,C4 loss_intensity_pair,C4 loss_score,C10 ion,C10 ion_intensity,C10 ion_score,C14 ion,C14 ion_intensity,C14 ion_score,C15 ion,C15 ion_intensity,C15 ion_score,C16 ion,C16 ion_intensity,C16 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,C27 ion,C27 ion_intensity,C27 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,Total Score,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score
27,775.3675,9.6,83000000.0,DA50_stelleralide H (WLI-j),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CCCCCCC5O)C14)O2,MD,28,24,MD,C44H54O12,possibly known,"std_stelleralide H (DA50), std_gnidimacrin (DA51)",[M+H]+,"27,71",C10H16O2,C30H36O5 / C20H20O3,73000.0 / 30000.0,0.2807,C14H24O4,C30H38O6 / C16H14O2,110000.0 / 4700.0,0.2022,C9H16O2,C29H36O5 / C20H20O3,43000.0 / 30000.0,0.2691,C3H4O2,C30H38O6 / C27H34O4,110000.0 / 35000.0,0.3564,C2H4O2,C22H24O3 / C20H20O1,2100.0 / 2200.0,0.0205,C7H6O2,C37H44O8 / C30H38O6,21000.0 / 110000.0,0.2777,C5H10O2,C25H32O6 / C20H22O4,2300.0 / 13000.0,0.0319,C4H8O2,C24H30O2 / C20H22O4,2600.0 / 13000.0,0.0334,none,none,none,C14H14O3,6200.00,0.0620,none,none,none,none,none,none,C17H16O1,8100.00,0.0810,C18H18O1,24000.00,0.2400,C19H18O1,35000.0,0.35,C20H18O2,34000.00,0.3400,C27H34O4,35000.00,0.3500,C7H4O,72000.00,0.7200,18.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,4,"C2,C4,C7",C2*2+C7*1+C4*1,"acyl(0.02),benzoyl(0.28),benzoyl(0.72)","acyl,acyl,benzoyl,isobutyryl",A8,B1,C5,M1,R1,R1,R92,R3,none,none,none,2.6546999999999996,A8B1C5M1,,,,0.0,Top1,1.0
27,775.3675,9.6,83000000.0,DA50_stelleralide H (WLI-j),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CCCCCCC5O)C14)O2,MD,28,24,MD,C44H54O12,possibly known,"std_stelleralide H (DA50), std_gnidimacrin (DA51)",[M+H]+,"27,71",C10H16O2,C30H36O5 / C20H20O3,73000.0 / 30000.0,0.2807,C14H24O4,C30H38O6 / C16H14O2,110000.0 / 4700.0,0.2022,C9H16O2,C29H36O5 / C20H20O3,43000.0 / 30000.0,0.2691,C3H4O2,C30H38O6 / C27H34O4,110000.0 / 35000.0,0.3564,C2H4O2,C22H24O3 / C20H20O1,2100.0 / 2200.0,0.0205,C7H6O2,C37H44O8 / C30H38O6,21000.0 / 110000.0,0.2777,C5H10O2,C25H32O6 / C20H22O4,2300.0 / 13000.0,0.0319,C4H8O2,C24H30O2 / C20H22O4,2600.0 / 13000.0,0.0334,none,none,none,C14H14O3,6200.00,0.0620,none,none,none,none,none,none,C17H16O1,8100.00,0.0810,C18H18O1,24000.00,0.2400,C19H18O1,35000.0,0.35,C20H18O2,34000.00,0.3400,C27H34O4,35000.00,0.3500,C7H4O,72000.00,0.7200,18.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,3,C5,C5*3,"acyl(0.02),benzoyl(0.28),benzoyl(0.72)","2-methylbutyryl,2-methylbutyryl,2-methylbutyryl",A8,B1,C5,M1,R4,R4,R4,none,none,none,none,2.6546999999999996,A8B1C5M1,,,,0.0,Top1,1.0
31,549.3059,6.0,32700000.0,DA34_daphnepedunin B (TDPE-27),C=C(C)C12CC(C)C34OC5(CCCCCCCC(C)C6C3C(O)(C(=O)C6(C)O)C(O)C3(CO)OC3C4C1O5)O2,MD,17,20,MD,C30H44O9,possibly known,"std_daphnepedunin A (DA35), std_daphnepedunin H (DA37), std_daphnepedunin B (DA34), std_daphnepedunin G (DA36)",[M+H]+,none,C10H18O2,C30H38O6 / C20H20O4,71000.0 / 49000.0,0.439,C14H24O4,C30H40O7 / C16H16O3,45000.0 / 23000.0,0.2064,C9H16O2,C29H34O4 / C20H18O2,19000.0 / 12000.0,0.1068,C3H4O2,C30H38O6 / C27H34O4,71000.0 / 52000.0,0.4698,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C16H16O3,23000.00,0.2300,C17H16O2,28000.00,0.2800,C18H16O2,24000.00,0.2400,C19H20O3,22000.0,0.22,C20H16O2,12000.00,0.1200,C27H34O4,52000.00,0.5200,none,none,none,9.0,1-alkyl-2-ol-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,0,others,,others,none,A7,B1,C1,M1,none,none,none,none,none,none,none,1.7266000000000001,A7B1C1M1,OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121454,C29H42O9,534.646,Top1,1.0
32,653.332,10.5,18800000.0,DA41_wikstroelide F (TDPE-20),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(CCCCCCCC(C)C6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,17,16,MD,C37H48O10,possibly known,std_wikstroelide F (DA41),[M+H]+,"32,63",C10H18O2,C30H36O5 / C20H18O3,161314.09375 / 18234.13671875,0.3461,C14H24O4,C30H38O6 / C16H14O2,135362.375 / 12604.291015625,0.2782,none,none,none,none,C3H4O2,C30H38O6 / C27H34O4,135362.375 / 141525.6875,1.3254,none,none,none,none,C7H6O2,C37H42O7 / C30H36O5,4484.99169921875 / 161314.09375,0.2867,C5H10O2,C25H30O2 / C20H20O4,10745.0576171875 / 6397.15576171875,0.0569,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O1,6512.71,0.0651,C18H16O1,8315.82,0.0832,C19H16O1,8540.92,0.0854,C20H16O2,10832.77,0.1083,C27H34O4,141525.69,1.4153,C7H4O,5828.17,0.0583,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with no substituent,1,C7,C7*1,"benzoyl(0.29),benzoyl(0.06)",benzoyl,A6,B1,C5,M2,R92,none,none,none,none,none,none,3.3423000000000003,A6B1C5M2,OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(COC(=O)c8ccccc8)CC3(C(=C)C)O5,PD01129881,C37H48O10,652.781,Top1,1.0
32,653.332,10.5,18800000.0,DA41_wikstroelide F (TDPE-20),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(CCCCCCCC(C)C6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,17,16,MD,C37H48O10,possibly known,std_wikstroelide F (DA41),[M+H]+,"32,63",C10H18O2,C30H36O5 / C20H18O3,161314.09375 / 18234.13671875,0.3461,C14H24O4,C30H38O6 / C16H14O2,135362.375 / 12604.291015625,0.2782,none,none,none,none,C3H4O2,C30H38O6 / C27H34O4,135362.375 / 141525.6875,1.3254,none,none,none,none,C7H6O2,C37H42O7 / C30H36O5,4484.99169921875 / 161314.09375,0.2867,C5H10O2,C25H30O2 / C20H20O4,10745.0576171875 / 6397.15576171875,0.0569,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O1,6512.71,0.0651,C18H16O1,8315.82,0.0832,C19H16O1,8540.92,0.0854,C20H16O2,10832.77,0.1083,C27H34O4,141525.69,1.4153,C7H4O,5828.17,0.0583,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with no substituent,1,C7,C7*1,"benzoyl(0.29),benzoyl(0.06)",benzoyl,A6,B1,C5,M2,R92,none,none,none,none,none,none,3.3423000000000003,A6B1C5M2,c8ccccc8C(=O)OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01130985,C37H48O9,636.782,Top1,1.0
32,653.332,10.5,18800000.0,DA41_wikstroelide F (TDPE-20),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(CCCCCCCC(C)C6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,17,16,MD,C37H48O10,possibly known,std_wikstroelide F (DA41),[M+H]+,"32,63",C10H18O2,C30H36O5 / C20H18O3,161314.09375 / 18234.13671875,0.3461,C14H24O4,C30H38O6 / C16H14O2,135362.375 / 12604.291015625,0.2782,none,none,none,none,C3H4O2,C30H38O6 / C27H34O4,135362.375 / 141525.6875,1.3254,none,none,none,none,C7H6O2,C37H42O7 / C30H36O5,4484.99169921875 / 161314.09375,0.2867,C5H10O2,C25H30O2 / C20H20O4,10745.0576171875 / 6397.15576171875,0.0569,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O1,6512.71,0.0651,C18H16O1,8315.82,0.0832,C19H16O1,8540.92,0.0854,C20H16O2,10832.77,0.1083,C27H34O4,141525.69,1.4153,C7H4O,5828.17,0.0583,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with no substituent,2,"C2,C5",C2*1+C5*1,"benzoyl(0.29),benzoyl(0.06)","acyl,2-methylbutyryl",A6,B1,C5,M2,R1,R4,none,none,none,none,none,3.3423000000000003,A6B1C5M2,CC(=O)OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(COC(=O)CCCC)CC3(C(=C)C)O5,PD01157835,C37H54O11,674.828,Top1,1.0
32,653.332,10.5,18800000.0,DA41_wikstroelide F (TDPE-20),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(CCCCCCCC(C)C6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,17,16,MD,C37H48O10,possibly known,std_wikstroelide F (DA41),[M+H]+,"32,63",C10H18O3,C27H34O4 / C17H16O1,141525.6875 / 6512.708984375,0.2621,C14H24O4,C30H38O6 / C16H14O2,135362.375 / 12604.291015625,0.2782,none,none,none,none,C3H4O2,C30H38O6 / C27H34O4,135362.375 / 141525.6875,1.3254,none,none,none,none,C7H6O2,C37H42O7 / C30H36O5,4484.99169921875 / 161314.09375,0.2867,C5H10O2,C25H30O2 / C20H20O4,10745.0576171875 / 6397.15576171875,0.0569,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O1,6512.71,0.0651,C18H16O1,8315.82,0.0832,C19H16O2,10911.51,0.1091,C20H16O2,10832.77,0.1083,C27H34O4,141525.69,1.4153,C7H4O,5828.17,0.0583,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,others,0,others,,"benzoyl(0.29),benzoyl(0.06)",none,A6,B1,C5,none,none,none,none,none,none,none,none,3.3423000000000003,A6B1C5,,,,0.0,Top1,1.0
33,519.2952,8.4,1590000000.0,DA29_daphnepedunin C (TDPE-32),C=C(C)C12CC(C)C34OC5(CCCCCCCCC6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,0,17,MD,C29H42O8,possibly known,std_daphnepedunin C (DA29),[M+H]+,none,C10H18O2,C27H32O1 / C17H14O3,21000.0 / 8300.0,0.0785,none,none,none,none,C9H16O2,C29H34O4 / C20H18O2,180000.0 / 7700.0,0.3309,C3H4O2,C27H34O3 / C24H30O1,35000.0 / 6200.0,0.0859,none,none,none,none,none,none,none,none,C5H10O2,C25H32O2 / C20H22O4,11000.0 / 6300.0,0.056,C4H8O2,C24H30O2 / C20H22O4,7700.0 / 6300.0,0.0583,none,none,none,none,none,none,C15H22O3,10000.00,0.1000,none,none,none,C17H14O3,8300.00,0.0830,C18H22O3,19000.00,0.1900,C19H18O1,12000.0,0.12,C20H18O2,7700.00,0.0770,C27H32O2,94000.00,0.9400,none,none,none,9.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,0,others,,others,none,A6,B1,C1,M1,none,none,none,none,none,none,none,1.5168000000000001,A6B1C1M1,OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121453,C29H42O8,518.647,Top1,1.0
34,547.2899,8.3,24000000.0,DA33_pimelotide C (TDPE-4),C=C(C)C12CC(C)C34OC5(CCCCCCCC(C)C6C3C3(OC6(C)OC3=O)C(O)C3(CO)OC3C4C1O5)O2,MD,10,26,MD,C30H42O9,possibly known,"std_pimelotide C (DA33), std_pimelotide A (DA32)",[M+H]+,none,C10H16O2,C27H32O3 / C17H16O5,14000.0 / 15000.0,0.1356,C14H24O4,C30H38O7 / C16H14O3,61000.0 / 26000.0,0.2411,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C14H14O3,9000.00,0.0900,C15H22O2,80000.00,0.8000,C16H16O3,14000.00,0.1400,C17H18O2,10000.00,0.1000,C18H16O2,9900.00,0.0990,C19H18O3,20000.0,0.2,none,none,none,C27H34O4,21000.00,0.2100,none,none,none,10.0,bicyclo [2.2.1] heptane ring,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with one substituent,0,others,,others,none,none,B1,C1,M3,none,none,none,none,none,none,none,0.6,none,,,,0.0,Top1,1.0
34,547.2899,8.3,24000000.0,DA33_pimelotide C (TDPE-4),C=C(C)C12CC(C)C34OC5(CCCCCCCC(C)C6C3C3(OC6(C)OC3=O)C(O)C3(CO)OC3C4C1O5)O2,MD,10,26,MD,C30H42O9,possibly known,"std_pimelotide C (DA33), std_pimelotide A (DA32)",[M+H]+,none,C10H18O2,C30H36O6 / C20H18O4,27000.0 / 22000.0,0.2035,C14H24O4,C30H38O7 / C16H14O3,61000.0 / 26000.0,0.2411,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C14H14O3,9000.00,0.0900,C15H22O2,80000.00,0.8000,C16H16O3,14000.00,0.1400,C17H18O2,10000.00,0.1000,C18H20O3,8000.00,0.0800,C19H18O3,20000.0,0.2,none,none,none,C27H34O4,21000.00,0.2100,none,none,none,10.0,bicyclo [2.2.1] heptane ring,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,0,others,,others,none,none,B1,C1,M2,none,none,none,none,none,none,none,0.6,none,,,,0.0,Top1,1.0
35,895.3884,10.2,8466765.443,DA55_stelleralide G (WIS-12),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)CCCCC5O)C14)O2,MD,13,23,MD,C51H58O14,possibly known,std_stelleralide G (DA55),[M+H]+,"35,76",C10H16O3,C30H36O6 / C20H20O3,77000.0 / 31000.0,0.2916,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,36000.0 / 31000.0,0.2915,C3H4O2,C30H36O6 / C27H32O4,77000.0 / 28000.0,0.2716,C2H4O2,C22H24O1 / C20H20O3,3200.0 / 31000.0,0.0651,C7H6O2,C37H42O8 / C30H36O6,19000.0 / 77000.0,0.2174,C5H10O2,C27H32O4 / C22H22O2,28000.0 / 3500.0,0.0616,C4H8O2,C26H30O4 / C22H22O2,4600.0 / 3500.0,0.0318,C10H16O3,5600.00,0.0560,C14H14O3,4700.00,0.0470,none,none,none,none,none,none,C17H18O2,3700.00,0.0370,C18H18O1,16000.00,0.1600,C19H18O2,16000.0,0.16,C20H20O3,31000.00,0.3100,C27H32O4,28000.00,0.2800,C7H4O,41000.00,0.4100,23.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,4,"C4,C7",C7*2+C4*2,"acyl(0.07),benzoyl(0.22),benzoyl(0.41)","benzoyl,benzoyl,isobutyryl,isobutyryl",A8,B1,C5,M1,R92,R92,R3,R3,none,none,none,2.0425999999999997,A8B1C5M1,,,,0.0,Top1,1.0
35,895.3884,10.2,8466765.443,DA55_stelleralide G (WIS-12),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)CCCCC5O)C14)O2,MD,13,23,MD,C51H58O14,possibly known,std_stelleralide G (DA55),[M+H]+,"35,76",C10H16O3,C30H36O6 / C20H20O3,77000.0 / 31000.0,0.2916,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,36000.0 / 31000.0,0.2915,C3H4O2,C30H36O6 / C27H32O4,77000.0 / 28000.0,0.2716,C2H4O2,C22H24O1 / C20H20O3,3200.0 / 31000.0,0.0651,C7H6O2,C37H42O8 / C30H36O6,19000.0 / 77000.0,0.2174,C5H10O2,C27H32O4 / C22H22O2,28000.0 / 3500.0,0.0616,C4H8O2,C26H30O4 / C22H22O2,4600.0 / 3500.0,0.0318,C10H16O3,5600.00,0.0560,C14H14O3,4700.00,0.0470,none,none,none,none,none,none,C17H18O2,3700.00,0.0370,C18H18O1,16000.00,0.1600,C19H18O2,16000.0,0.16,C20H20O3,31000.00,0.3100,C27H32O4,28000.00,0.2800,C7H4O,41000.00,0.4100,23.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,5,"C2,C4,C7",C2*2+C7*2+C4*1,"acyl(0.07),benzoyl(0.22),benzoyl(0.41)","acyl,acyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M1,R1,R1,R92,R92,R3,none,none,2.0425999999999997,A8B1C5M1,,,,0.0,Top1,1.0
36,669.3265,5.5,1560000000.0,DA45_daphnepedunin D (TDPE-11),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(CCCCCC(O)CC(C)C6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,32,20,MD,C37H48O11,possibly known,std_daphnepedunin D (DA45),[M+H]+,"36,66",C10H16O2,C30H36O6 / C20H20O4,143058.890625 / 25327.208984375,0.351,C14H24O4,C30H36O6 / C16H12O2,143058.890625 / 6258.810546875,0.2636,C9H16O2,C29H34O5 / C20H18O3,45737.42578125 / 23726.3046875,0.2126,C3H4O2,C30H38O7 / C27H34O5,109476.3203125 / 98209.9921875,0.9368,C2H4O2,C22H22O2 / C20H18O4,9628.5859375 / 13597.22265625,0.0866,C7H6O2,C37H48O11 / C30H42O9,55194.6796875 / 39569.9296875,0.3563,C5H10O2,C27H34O5 / C22H24O3,98209.9921875 / 4289.2646484375,0.1809,C4H8O2,C26H30O4 / C22H22O2,7343.35595703125 / 9628.5859375,0.0669,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O1,6009.23,0.0601,C18H16O2,10909.69,0.1091,C19H18O3,17418.32,0.1742,C20H16O2,11306.67,0.1131,C27H34O5,98209.99,0.9821,C7H4O,13938.83,0.1394,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,2,C4,C4*2,"acyl(0.09),benzoyl(0.36),benzoyl(0.14)","isobutyryl,isobutyryl",A6,B1,C5,M1,R3,R3,none,none,none,none,none,2.9961,A6B1C5M1,,,,0.0,Top1,1.0
36,669.3265,5.5,1560000000.0,DA45_daphnepedunin D (TDPE-11),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(CCCCCC(O)CC(C)C6C(C)C(=O)C(O)(C(O)C7(CO)OC7C3C1O5)C64)O2,MD,32,20,MD,C37H48O11,possibly known,std_daphnepedunin D (DA45),[M+H]+,"36,66",C10H16O2,C30H36O6 / C20H20O4,143058.890625 / 25327.208984375,0.351,C14H24O4,C30H36O6 / C16H12O2,143058.890625 / 6258.810546875,0.2636,C9H16O2,C29H34O5 / C20H18O3,45737.42578125 / 23726.3046875,0.2126,C3H4O2,C30H38O7 / C27H34O5,109476.3203125 / 98209.9921875,0.9368,C2H4O2,C22H22O2 / C20H18O4,9628.5859375 / 13597.22265625,0.0866,C7H6O2,C37H48O11 / C30H42O9,55194.6796875 / 39569.9296875,0.3563,C5H10O2,C27H34O5 / C22H24O3,98209.9921875 / 4289.2646484375,0.1809,C4H8O2,C26H30O4 / C22H22O2,7343.35595703125 / 9628.5859375,0.0669,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O1,6009.23,0.0601,C18H16O2,10909.69,0.1091,C19H18O3,17418.32,0.1742,C20H16O2,11306.67,0.1131,C27H34O5,98209.99,0.9821,C7H4O,13938.83,0.1394,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,3,"C2,C4",C2*2+C4*1,"acyl(0.09),benzoyl(0.36),benzoyl(0.14)","acyl,acyl,isobutyryl",A6,B1,C5,M1,R1,R1,R3,none,none,none,none,2.9961,A6B1C5M1,,,,0.0,Top1,1.0
37,731.399,11.0,2340000000.0,DA47_edgeworthianin E (ECH-2),C=C(C)C12OC34CCCC=CCCCCC(CCC)C5C(C)C(=O)C6(O)C(O)C7(CO)OC7C(C1O3)C(O4)(C(COC(=O)C(C)C)C2OC(C)=O)C56,MD,13,24,MD,C40H58O12,possibly known,std_edgeworthianin E (DA47),[M+H]+,"37,68",C10H16O2,C30H34O2 / C20H18O4,140000.0 / 780000.0,1.9236,C14H24O2,C34H42O6 / C20H18O4,1900000.0 / 780000.0,7.2992,C9H16O2,C29H34O2 / C20H18O4,120000.0 / 780000.0,1.8243,C3H4O2,C20H20O4 / C17H16O2,110000.0 / 82000.0,0.7432,C2H4O2,C36H46O8 / C34H42O6,230000.0 / 1900000.0,4.1471,none,none,none,none,none,none,none,none,C4H8O2,C38H50O8 / C34H42O6,98000.0 / 1900000.0,3.563,none,none,none,C14H22O,230000.00,2.3000,none,none,none,none,none,none,C17H14O3,110000.00,1.1000,C18H16O2,210000.00,2.1000,C19H18O3,430000.0,4.3,C20H20O5,190000.00,1.9000,C27H36O2,69000.00,0.6900,C4H6O,130000.00,1.3000,12.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C14 ring with an olenfinic,3,C2,C2*3,"acyl(4.15),butanoyl/isobutyryl(1.30)","acyl,acyl,acyl",A6,B1,C6,M7,R1,R1,R1,none,none,none,none,23.579500000000003,A6B1C6M7,,,,0.0,Top1,1.0
37,731.399,11.0,2340000000.0,DA47_edgeworthianin E (ECH-2),C=C(C)C12OC34CCCC=CCCCCC(CCC)C5C(C)C(=O)C6(O)C(O)C7(CO)OC7C(C1O3)C(O4)(C(COC(=O)C(C)C)C2OC(C)=O)C56,MD,13,24,MD,C40H58O12,possibly known,std_edgeworthianin E (DA47),[M+H]+,"37,68",C10H18O2,C30H36O2 / C20H18O4,81000.0 / 780000.0,1.6408,C14H24O2,C34H42O6 / C20H18O4,1900000.0 / 780000.0,7.2992,C9H16O2,C29H34O2 / C20H18O4,120000.0 / 780000.0,1.8243,C3H4O2,C20H20O4 / C17H16O2,110000.0 / 82000.0,0.7432,C2H4O2,C36H46O8 / C34H42O6,230000.0 / 1900000.0,4.1471,none,none,none,none,none,none,none,none,C4H8O2,C38H50O8 / C34H42O6,98000.0 / 1900000.0,3.563,none,none,none,C14H22O,230000.00,2.3000,none,none,none,none,none,none,C17H14O3,110000.00,1.1000,C18H16O2,210000.00,2.1000,C19H18O3,430000.0,4.3,C20H20O5,190000.00,1.9000,C27H36O2,69000.00,0.6900,C4H6O,130000.00,1.3000,12.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C14 ring with an olenfinic,2,"C2,C4",C2*1+C4*1,"acyl(4.15),butanoyl/isobutyryl(1.30)","acyl,butanoyl/isobutyryl",A6,B1,C6,M7,R1,none,none,none,none,none,none,23.579500000000003,A6B1C6M7,OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)C(OC(=O)C)C3(C(=C)C)O5,PD01125401,C36H52O10,644.802,Top1,1.0
37,731.399,11.0,2340000000.0,DA47_edgeworthianin E (ECH-2),C=C(C)C12OC34CCCC=CCCCCC(CCC)C5C(C)C(=O)C6(O)C(O)C7(CO)OC7C(C1O3)C(O4)(C(COC(=O)C(C)C)C2OC(C)=O)C56,MD,13,24,MD,C40H58O12,possibly known,std_edgeworthianin E (DA47),[M+H]+,"37,68",C10H18O2,C30H36O2 / C20H18O4,81000.0 / 780000.0,1.6408,C14H24O2,C34H42O6 / C20H18O4,1900000.0 / 780000.0,7.2992,C9H16O2,C29H34O2 / C20H18O4,120000.0 / 780000.0,1.8243,C3H4O2,C20H20O4 / C17H16O2,110000.0 / 82000.0,0.7432,C2H4O2,C36H46O8 / C34H42O6,230000.0 / 1900000.0,4.1471,none,none,none,none,none,none,none,none,C4H8O2,C38H50O8 / C34H42O6,98000.0 / 1900000.0,3.563,none,none,none,C14H22O,230000.00,2.3000,none,none,none,none,none,none,C17H14O3,110000.00,1.1000,C18H16O2,210000.00,2.1000,C19H18O3,430000.0,4.3,C20H20O5,190000.00,1.9000,C27H36O2,69000.00,0.6900,C4H6O,130000.00,1.3000,12.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C14 ring with an olenfinic,2,"C2,C4",C2*1+C4*1,"acyl(4.15),butanoyl/isobutyryl(1.30)","acyl,butanoyl/isobutyryl",A6,B1,C6,M7,R1,none,none,none,none,none,none,23.579500000000003,A6B1C6M7,OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(COC(=O)C)CC3(C(=C)C)O5,PD01127993,C36H52O10,644.802,Top1,1.0
