row ID,row m/z,row retention time
2156,315.1951617,10.55
2169,303.0493018,8.19
2169,303.0493018,8.36
2177,392.3130804,14.96
2183,317.1744659,12.02
2183,317.1744659,12.02
2188,365.1208557,7.06
2188,365.1208557,7.05
2202,254.1725066,11.12
2214,269.1897046,10.55
2214,269.1897046,10.55
2257,555.4376814,18.71
2257,555.4376814,18.71
2265,483.3801623,18.08
2265,483.3801623,18.08
2266,363.1044737,6.24
2266,363.1044737,6.24
2267,609.4844992,19.75
2267,609.4844992,19.75
2268,675.2614297,10.65
2268,675.2614297,10.65
2269,519.4373098,18.75
2269,519.4373098,18.96
2270,427.3177638,17.29
2270,427.3177638,17.29
2271,449.2506845,13.2
2271,449.2506845,13.2
2272,527.4058149,18.2
2272,527.4058149,18.2
2273,533.4534283,19.19
2273,533.4534283,19.19
2274,497.3595528,17.78
2274,497.3595528,17.78
2275,337.1250495,5.93
2275,337.1250495,6.07
2276,491.4429798,18.77
2276,491.4429798,18.94
2277,417.2244127,13.19
2277,417.2244127,13.19
2278,443.3132307,17.02
2278,443.3132307,17.02
2279,341.2297186,12.23
2279,341.2297186,12.23
2280,413.1111601,7.02
2280,413.1111601,7.02
2281,403.2451945,15.13
2281,403.2451945,15.13
2282,633.1413042,8.14
2282,633.1413042,8.36
2283,717.4539242,15.22
2283,717.4539242,15.22
2284,513.1938403,7.3
2284,513.1938403,7.3
2285,377.2319136,13.2
2285,377.2319136,13.2
2286,931.5371422,17.19
2286,931.5371422,17.19
2287,611.3546703,15.95
2287,611.3546703,15.95
2288,471.3440643,17.41
2288,471.3440643,17.41
2289,521.3596726,17.41
2290,433.1122401,8.67
2290,433.1122401,8.81
2291,469.364592,17.48
2291,469.364592,16.78
2292,1029.698541,19.59
2292,1029.698541,19.59
2293,303.110184,0.64
2293,303.110184,0.64
2294,719.4686129,15.24
2294,719.4686129,15.24
2295,455.0940246,8.49
2295,455.0940246,8.81
2296,703.4743948,16.25
2296,703.4743948,16.25
2297,419.2402172,13.26
2297,419.2402172,13.26
2298,617.2562187,11.02
2298,617.2562187,11.02
2299,617.146332,8.65
2299,617.146332,8.85
2300,147.0439417,2.4
2300,147.0439417,2.4
2301,469.3647985,16.7
2301,469.3647985,16.7
2302,475.2661333,14.7
2302,475.2661333,14.95
2303,303.0493674,7.87
2303,303.0493674,7.37
2304,589.2438896,16.92
2304,589.2438896,16.92
2305,561.4842249,19.58
2305,561.4842249,19.88
2306,455.348976,17.69
2306,455.348976,17.69
2307,297.1845873,12.16
2307,297.1845873,12.02
2308,547.469111,19.93
2308,547.469111,19.93
2309,501.3547665,16.07
2309,501.3547665,16.07
2310,547.3082376,10.98
2310,547.3082376,10.98
2311,803.5632313,18.47
2311,803.5632313,18.63
2312,581.4531822,18.96
2312,581.4531822,18.96
2313,321.0599933,5.22
2313,321.0599933,5.65
2314,935.5689377,17.55
2314,935.5689377,17.55
2315,611.4639258,18.3
2316,567.4377004,18.82
2316,567.4377004,18.82
2317,459.2352381,11.7
2317,459.2352381,11.7
2318,617.255954,10.28
2318,617.255954,10.28
2319,518.3997762,18.45
2319,518.3997762,18.63
2320,491.405841,18.2
2320,491.405841,18.34
2321,334.0625257,8.21
2321,334.0625257,8.21
2322,485.3617333,16.38
2322,485.3617333,16.32
2323,287.0542866,8.84
2323,287.0542866,8.53
2324,575.5023341,19.15
2324,575.5023341,19.14
2325,457.2192299,12.01
2325,457.2192299,12.01
2326,435.4171574,17.68
2326,435.4171574,17.8
2327,116.9857483,10.06
2327,116.9857483,10.06
2328,786.5988583,18.68
2328,786.5988583,18.96
2329,611.1593119,8.2
2329,611.1593119,8.37
2330,533.4528769,18.87
2330,533.4528769,18.7
2331,513.1937223,5.85
2331,513.1937223,5.85
2332,731.6506917,18.57
2333,567.4377362,19.33
2333,567.4377362,18.91
2334,347.0945598,0.83
2334,347.0945598,0.83
2335,585.411579,17.69
2335,585.411579,17.8
2336,337.1041033,12.6
2336,337.1041033,12.71
2337,925.5430457,18.24
2337,925.5430457,18.24
2338,421.4397773,18.27
2338,421.4397773,18.27
2339,876.5680126,18.68
2339,876.5680126,18.81
2340,385.255217,11.56
2340,385.255217,11.72
2341,229.1543789,0.71
2341,229.1543789,0.68
2342,417.2265771,11.73
2342,417.2265771,12.04
2343,407.2933945,16.82
2343,407.2933945,16.91
2344,457.1095737,8
2344,457.1095737,8.17
2345,337.2732045,19.1
2345,337.2732045,19.14
2346,738.5027324,18.24
2347,591.4951844,18.31
2347,591.4951844,18.31
2348,547.4686993,19.48
2348,547.4686993,19.52
2349,838.6358303,18.65
2349,838.6358303,18.81
2350,553.1118021,13.67
2350,553.1118021,13.67
2351,1059.745932,21
2351,1059.745932,21
2352,399.0954262,5.93
2352,399.0954262,5.94
2353,476.3530996,17.88
2353,476.3530996,17.9
2354,271.0596493,8.67
2354,271.0596493,8.67
2355,671.4486667,16.27
2355,671.4486667,16.27
2356,497.3594982,18.3
2356,497.3594982,17.86
2357,729.490751,16.58
2357,729.490751,16.38
2358,525.4270541,18.86
2358,525.4270541,19.07
2359,206.102036,0.61
2360,489.0998789,5
2360,489.0998789,5
2361,547.3078266,10.87
2361,547.3078266,11.25
2362,403.2466484,15.16
2362,403.2466484,14.93
2363,423.4557004,18.13
2364,421.4399817,17.73
2364,421.4399817,17.76
2365,504.3841778,18.34
2366,317.1716954,10.43
2366,317.1716954,10.28
2367,463.4112403,17.83
2367,463.4112403,18.17
2368,273.0750896,8
2368,273.0750896,8.16
2369,481.3649084,17.42
2369,481.3649084,17.66
2370,465.1022575,8.18
2370,465.1022575,8.2
2371,511.2092634,15.03
2371,511.2092634,15.09
2372,567.4378007,17.81
2372,567.4378007,17.39
2373,457.2551068,14.18
2374,1516.129307,18.4
2374,1516.129307,18.4
2375,475.4485831,19.14
2375,475.4485831,19.38
2376,398.7613977,18.36
2376,398.7613977,18.43
2377,513.193821,6.58
2377,513.193821,6.58
2378,427.2448237,14.89
2378,427.2448237,15.07
2379,347.1849381,10.37
2379,347.1849381,10.37
2380,477.4270605,18.47
2380,477.4270605,18.4
2381,273.0755669,9.65
2381,273.0755669,10.13
2382,533.4896871,18.01
2382,533.4896871,18.01
2383,629.4740208,17.66
2384,629.2359198,20.39
2384,629.2359198,20.39
2385,305.0647254,4.83
2385,305.0647254,4.99
2386,520.339232,15.47
2386,520.339232,15.42
2387,545.1987005,7.95
2387,545.1987005,8.07
2388,801.4738091,16.5
2388,801.4738091,16.5
2389,766.5350126,18.19
2389,766.5350126,18.17
2390,337.2725202,16.01
2390,337.2725202,15.92
2391,339.1949286,12.01
2391,339.1949286,12.01
2392,455.3512213,16.56
2392,455.3512213,16.52
2393,610.5400194,18.9
2394,676.5833053,19.02
2394,676.5833053,19.31
2395,401.2312044,14.79
2395,401.2312044,15.07
2396,463.4135339,18.33
2396,463.4135339,18.34
2397,377.2318328,15.2
2397,377.2318328,15.2
2398,659.2680234,9.7
2399,547.4686543,19.27
2399,547.4686543,19.4
2400,738.5058195,17.78
2401,703.474663,16.5
2401,703.474663,16.46
2402,575.501899,18.22
2403,477.4270147,18.64
2403,477.4270147,18.63
2404,417.2243621,12.82
2404,417.2243621,12.44
2405,459.2347829,11.41
2405,459.2347829,11.27
2406,357.2035342,11.63
2406,357.2035342,11.59
2407,317.1725476,11.18
2407,317.1725476,11.51
2408,457.2554766,14.97
2408,457.2554766,15.02
2409,387.1770602,10.79
2410,459.2342777,12.96
2410,459.2342777,13.1
2411,505.4581466,19.65
2412,459.2360287,10.69
2413,375.2138981,9.74
2413,375.2138981,9.4
2414,375.213673,10.46
2414,375.213673,10.04
2415,427.2454163,13.74
2415,427.2454163,13.51
2416,505.4585798,18.52
2417,477.4273017,17.73
2418,271.0598578,5.76
2418,271.0598578,5.76
2419,465.1028992,7.66
2420,385.2558476,12.93
2420,385.2558476,12.93
2421,273.075268,9.68
2421,273.075268,9.87
2422,903.5617763,20.61
2422,903.5617763,21.06
2423,491.4065672,18.09
2424,397.2918212,14.89
2424,397.2918212,14.88
2425,629.4746776,17.48
2425,629.4746776,17.52
2426,501.3551487,15.79
2426,501.3551487,15.83
2427,491.2306103,11.87
2427,491.2306103,11.49
2428,311.2188469,13.28
2428,311.2188469,13.26
2429,459.2340389,15.12
2429,459.2340389,14.83
2430,343.041915,5.22
2430,343.041915,5.66
2431,359.2189112,10.15
2431,359.2189112,10.09
2432,471.0890978,8.41
2432,471.0890978,8.07
2433,429.1058862,6.34
2433,429.1058862,6.34
2434,447.4169689,17.95
2435,575.5008868,18.24
2436,729.4907078,17
2437,475.26593,13.51
2437,475.26593,13.6
2438,463.4117716,17.79
2439,319.0441965,7.21
2440,421.4399489,17.63
2441,473.250115,13.46
2441,473.250115,13.68
2442,459.416677,19.47
2443,820.6250669,18.89
2444,522.3545111,15.79
2444,522.3545111,15.86
2445,459.416686,19.31
2446,687.4456625,15.58
2446,687.4456625,15.11
2447,293.0974617,6.76
2447,293.0974617,6.76
2448,395.147956,6.18
2448,395.147956,6.18
2449,469.3858211,17.37
2450,445.2551533,14.23
2450,445.2551533,14.04
2451,371.1821554,11.57
2452,477.4274318,16.97
2453,337.2730764,18.66
2454,449.1729545,12
2455,321.1304935,8.49
2455,321.1304935,8.52
2456,1031.697014,17.06
2457,575.5028938,19.35
2458,575.5003002,19.91
2459,397.2738979,15.87
2460,518.3997072,18.43
2461,305.0649303,7.09
2462,335.2555429,16.13
2463,487.0837972,7.67
2463,487.0837972,7.36
2464,925.5427854,19.48
2465,353.1720086,12.01
2466,567.4377378,19.4
2467,473.2501801,14.79
2467,473.2501801,14.92
2468,575.5001585,20.43
2469,389.2677249,16.34
2470,287.0547655,5
2470,287.0547655,5
2471,575.5024169,20.71
2472,337.2720651,16.14
2473,838.6362216,18.59
2474,397.2739065,15.56
2475,269.1900055,11.31
2476,401.2296305,13
2476,401.2296305,13.11
2477,393.2770602,16.28
2478,385.1466034,9.46
2479,371.1827367,11.26
2480,335.1096764,5.85
2481,421.4399816,17.24
2482,451.4504578,18.47
2483,691.5254079,18.91
2484,397.273987,15.18
2485,427.2447635,15.19
2486,459.4165829,20.05
2487,325.1982169,13.37
2488,848.6564443,19.54
2489,277.1404788,11.45
2490,397.27393,15.42
2490,397.27393,15.46
2491,531.2919088,13.61
2492,451.4504013,19.35
2493,522.3544541,15.96
2493,522.3544541,16.01
2494,335.10942,4.42
2494,335.10942,4.44
2495,469.3308647,16.27
2496,457.1100803,7.23
2497,575.5026799,18.87
2498,455.3126211,17.19
2499,715.4904932,16.97
2500,347.1830138,11.3
2501,575.5000945,19.74
2502,513.3550493,15.65
2503,457.2551705,15.57
2504,925.5431315,19.23
2505,427.2448974,15.1
2506,397.2738473,15.13
2507,469.3302744,16.18
2508,429.1061214,5.58
2508,429.1061214,5.6
2509,337.2731912,18.91
2510,337.2710391,16.41
2511,399.2136692,15
2512,325.1983478,13.51
2513,477.42692,18.84
2514,397.2740098,14.67
2515,371.182233,10.49
2516,347.182572,13.14
2517,477.4273689,16.96
2518,489.2818802,12.77
2519,515.3466621,18.2
2520,429.2971051,16.74
2521,421.4395579,18.14
2522,691.5276474,16.27
2523,475.4481552,19.87
2524,325.1979978,12.01
2524,325.1979978,12.06
2525,397.274155,14.88
2526,363.1773719,12.88
2527,371.1822896,10.97
2528,903.5607687,19.23
2529,233.0780664,8.73
2530,577.4583438,19.86
2531,827.4920291,16.59
2532,463.4125649,18.17
2533,441.2238524,12.98
2534,236.1619659,11.11
2535,305.065378,6.34
2536,163.074991,6.32
2537,411.1990301,6.44
2538,533.4896211,19.72
2539,359.2188734,11.07
2540,465.1020812,9.07
2541,347.1833429,12.05
2542,465.1017114,7.93
2543,465.1019621,7.74
2544,347.1822671,12.46
2545,347.1837652,10.91
2546,447.4164373,19.05
2547,325.1983566,13.95
2548,481.3647445,16.41
2549,347.1833433,10.84
2550,629.2362317,15.97
2551,427.2454256,13.91
2552,629.4744223,17.57
2553,766.5336537,18.59
2554,489.2812912,14.07
2555,325.1984493,13.05
2556,379.1355027,7.64
2557,489.2820558,13.84
2558,547.2150394,11.78
2559,489.2814314,14.67
2560,854.3382,0
2561,832.3539,0
