row ID,row m/z,row retention time,CUP_MeOH,PC_MeOH,AFI_MeOH,CUPI_MeOH,CUP_EtOAc,PC_EtOAc,Limonoid Score,type,elemental composition,adduct ion,same peak,CO2 loss,CO2 loss_ion_pair,CO2 loss_intensity_pair,CO2 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C6 ion,C6 ion_intensity,C6 ion_score,C5 ion,C5 ion_intensity,C5 ion_score,C7 ion,C7 ion_intensity,C7 ion_score,C8 ion,C8 ion_intensity,C8 ion_score,C9 ion,C9 ion_intensity,C9 ion_score,C10 ion,C10 ion_intensity,C10 ion_score,C11 ion,C11 ion_intensity,C11 ion_score,C12 ion,C12 ion_intensity,C12 ion_score,C13 ion,C13 ion_intensity,C13 ion_score,C14 ion,C14 ion_intensity,C14 ion_score,C15 ion,C15 ion_intensity,C15 ion_score,C16 ion,C16 ion_intensity,C16 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C26 ion,C26 ion_intensity,C26 ion_score,A parts,B parts,C parts,D parts,Annotation Structure
274,538.2272,3.5,0,55889.082,0,0,0,0,11,Limonoid,C26H35O11N1,[M+NH4]+,none,CH2O2,C25H28O8 / C24H26O6,8500.0 / 20000.0,0.0789,C2H4O2,C26H28O9 / C24H24O7,32000.0 / 4700.0,0.0738,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,2800,0.028,none,none,none,none,none,none,C12H12O,2100,0.021,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
2327,542.4837,19.6,395843.06,0,0,0,0,0,10,Limonoid,C32H64O5N,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C8H12,67000,0.67,C9H12,67000,0.67,C10H14,35000,0.35,none,none,none,C12H16,49000,0.49,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1204,550.264,9.9,0,0,0,0,0,64830.42,41,Limonoid,C28H39O10N1,[M+NH4]+,none,CH6O2,C25H28O5 / C24H22O3,4400.0 / 4500.0,0.0435,C2H4O2,C26H28O6 / C24H24O4,4600.0 / 3200.0,0.0287,C6H8O2,2900,0.029,none,none,none,none,none,none,none,none,none,C9H10O,2100,0.021,C10H12O,1700,0.017,C11H12O,1400,0.014,none,none,none,none,none,none,none,none,none,C15H14O2,2600,0.026,C16H16O,2100,0.021,C17H16O2,1900,0.019,C26H28O6,4600,0.046,A1,none,C1,none,none
1204,550.264,9.9,0,0,0,0,0,64830.42,41,Limonoid,C28H39O10N1,[M+NH4]+,none,CH2O2,C26H26O7 / C25H24O5,4700.0 / 6000.0,0.043,C2H4O2,C26H28O6 / C24H24O4,4600.0 / 3200.0,0.0287,C6H8O2,2900,0.029,none,none,none,none,none,none,none,none,none,C9H10O,2100,0.021,C10H12O,1700,0.017,C11H12O,1400,0.014,none,none,none,none,none,none,none,none,none,C15H14O2,2600,0.026,C16H16O,2100,0.021,C17H16O2,1900,0.019,C26H28O6,4600,0.046,A1,none,C1,none,none
2253,550.6278,18.7,0,695179.06,0,619112.9,0,557230.75,12,Limonoid,C38H79N,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,2600,0.026,C8H12,6700,0.067,C9H14,4300,0.043,C10H14,5100,0.051,none,none,none,C12H16O,17000,0.17,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
688,554.2594,6.4,0,0,0,0,0,39246.46,12,Limonoid,C27H39O11N1,[M+NH4]+,none,CH2O2,C26H32O10 / C25H30O8,12000.0 / 7400.0,0.0658,C2H4O2,C26H32O10 / C24H28O8,12000.0 / 6600.0,0.0588,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C10H12O,1800,0.018,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
811,554.2596,7.1,0,0,0,0,0,130251.695,16,Limonoid,C27H39O11N1,[M+NH4]+,none,CH2O2,C26H32O10 / C25H30O8,39000.0 / 11000.0,0.1179,C2H4O2,C26H32O10 / C24H28O8,39000.0 / 29000.0,0.2627,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C10H12O,2800,0.028,C11H10O2,1600,0.016,C12H14O,2000,0.02,none,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,3000,0.03,C26H30O7,4100,0.041,A1,none,C1,D7,none
286,556.238,3.6,0,30742.72,0,0,0,0,10,Limonoid,C26H37O12N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C8H6O,9200,0.092,C9H10O2,19000,0.19,C10H8O2,76000,0.76,C11H10O2,17000,0.17,C12H12O3,16000,0.16,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,D7,none
445,556.2382,4.8,0,0,0,0,0,213281.34,17,Limonoid,C26H37O12N1,[M+NH4]+,none,CH2O2,C24H28O9 / C23H26O7,12000.0 / 21000.0,0.1068,C2H4O2,C26H32O11 / C24H28O9,10000.0 / 12000.0,0.0931,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,5700,0.057,none,none,none,C11H10O2,2300,0.023,none,none,none,none,none,none,C14H14O,1600,0.016,C15H14O2,2100,0.021,none,none,none,C17H18O,2100,0.021,none,none,none,none,none,C1,D7,none
2248,557.4558,18.7,0,0,0,0,0,77503.375,10,Limonoid,C36H60O4,[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,3700,0.037,C8H10,30000,0.3,C9H12,35000,0.35,C10H14,32000,0.32,C11H14O,3400,0.034,C12H14,8100,0.081,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,B2,C1,none,none
898,564.2434,7.7,0,0,121226.56,367192.3,0,0,24,Limonoid,C28H37O11N1,[M+NH4]+,none,CH2O2,C25H26O6 / C24H28O8,16000.0 / 51000.0,0.1638,C2H4O2,C26H24O6 / C24H28O8,13000.0 / 51000.0,0.1463,none,none,none,none,none,none,C7H6O2,1900,0.019,none,none,none,C9H12,5800,0.058,C10H12O,4200,0.042,C11H12O,1800,0.018,C12H12O,2800,0.028,C13H14O,2800,0.028,C14H14O2,2800,0.028,C15H18O,1700,0.017,C16H16O3,4200,0.042,C17H18O2,3600,0.036,none,none,none,A1,none,C1,D6,none
1272,564.2791,10.4,0,0,0,0,1184836.8,0,20,Limonoid,C29H41O10N1,[M+NH4]+,none,CH2O2,C25H26O4 / C24H28O6,10000.0 / 9900.0,0.0985,C2H4O2,C26H28O4 / C24H24O2,6200.0 / 6200.0,0.062,none,none,none,C5H2O2,27000,0.27,C7H8O,5800,0.058,C8H8O,6700,0.067,C9H10O,6100,0.061,C10H8O2,75000,0.75,C11H10O2,16000,0.16,C12H10O2,15000,0.15,C13H14O,8100,0.081,C14H14O2,15000,0.15,C15H14O3,11000,0.11,C16H16O2,8500,0.085,C17H18O2,5400,0.054,C26H30O5,9900,0.099,A1,B1,C1,D6,A1B1C1D6
1272,564.2791,10.4,0,0,0,0,1184836.8,0,20,Limonoid,C29H41O10N1,[M+NH4]+,none,CH0O2,C24H28O6 / C23H28O4,9900.0 / 27000.0,0.0958,C2H4O2,C26H28O4 / C24H24O2,6200.0 / 6200.0,0.062,none,none,none,C5H2O2,27000,0.27,C7H8O,5800,0.058,C8H8O,6700,0.067,C9H10O,6100,0.061,C10H8O2,75000,0.75,C11H10O2,16000,0.16,C12H10O2,15000,0.15,C13H14O,8100,0.081,C14H14O2,15000,0.15,C15H14O3,11000,0.11,C16H16O2,8500,0.085,C17H18O2,5400,0.054,C26H30O5,9900,0.099,A1,B1,C1,D6,A1B1C1D6
726,568.238,6.6,0,0,0,0,0,68075.71,23,Limonoid,C27H37O12N1,[M+NH4]+,none,CH2O2,C24H26O9 / C23H24O7,11000.0 / 6400.0,0.0569,C2H4O2,C26H28O10 / C24H24O8,9100.0 / 6200.0,0.0555,none,none,none,none,none,none,none,none,none,C8H8O,1800,0.018,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C14H14O2,2000,0.02,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
533,570.2538,5.4,0,0,0,0,0,68035.39,10,Limonoid,C27H39O12N1,[M+NH4]+,none,CH2O2,C24H28O9 / C23H26O7,4100.0 / 4600.0,0.039,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,1900,0.019,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
559,570.2538,5.5,0,0,0,0,0,155436.5,23,Limonoid,C27H39O12N1,[M+NH4]+,none,CH10O2,C25H28O8 / C24H18O6,21000.0 / 16000.0,0.1456,C2H4O2,C26H32O9 / C24H28O7,24000.0 / 10000.0,0.0932,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,4700,0.047,none,none,none,none,none,none,C12H10O2,2300,0.023,none,none,none,none,none,none,none,none,none,none,none,none,C17H18O,2200,0.022,none,none,none,none,none,C1,none,none
559,570.2538,5.5,0,0,0,0,0,155436.5,23,Limonoid,C27H39O12N1,[M+NH4]+,none,CH2O2,C24H26O8 / C23H28O6,9800.0 / 11000.0,0.0932,C2H4O2,C26H32O9 / C24H28O7,24000.0 / 10000.0,0.0932,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,4700,0.047,none,none,none,none,none,none,C12H10O2,2300,0.023,none,none,none,none,none,none,none,none,none,none,none,none,C17H18O,2200,0.022,none,none,none,none,none,C1,none,none
594,570.2542,5.8,0,0,0,0,7979.456,268780.8,33,Limonoid,C27H39O12N1,[M+NH4]+,none,CH2O2,C24H28O9 / C23H26O7,40000.0 / 30000.0,0.2722,C2H4O2,C26H32O11 / C24H28O9,17000.0 / 40000.0,0.1577,none,none,none,none,none,none,C7H10O,1700,0.017,C8H8O,1700,0.017,C9H10O2,8900,0.089,none,none,none,C11H10O2,2400,0.024,C12H14O,4300,0.043,C13H14O,2600,0.026,C14H14O2,6200,0.062,C15H14O3,2700,0.027,C16H18O,3000,0.03,C17H22O2,5700,0.057,none,none,none,none,none,C1,D6,none
594,570.2542,5.8,0,0,0,0,7979.456,268780.8,33,Limonoid,C27H39O12N1,[M+NH4]+,none,CH0O2,C24H28O9 / C23H28O7,40000.0 / 6400.0,0.0948,C2H4O2,C26H32O11 / C24H28O9,17000.0 / 40000.0,0.1577,none,none,none,none,none,none,C7H10O,1700,0.017,C8H8O,1700,0.017,C9H10O2,8900,0.089,none,none,none,C11H10O2,2400,0.024,C12H14O,4300,0.043,C13H14O,2600,0.026,C14H14O2,6200,0.062,C15H14O3,2700,0.027,C16H18O,3000,0.03,C17H22O2,5700,0.057,none,none,none,none,none,C1,D6,none
2127,573.4513,17.4,0,0,0,0,0,164764.17,19,Limonoid,C36H60O5,[M+H]+,none,none,none,none,none,none,none,none,none,C6H8O2,3900,0.039,none,none,none,C7H10O,3600,0.036,C8H12,22000,0.22,C9H12,16000,0.16,C10H14,14000,0.14,C11H14O,1700,0.017,C12H16,8400,0.084,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2160,575.4674,17.7,0,0,0,0,10960.396,206116.75,15,Limonoid,C36H62O5,[M+H]+,none,none,none,none,none,none,none,none,none,C6H8O2,2000,0.02,none,none,none,C7H10O,41000,0.41,C8H12,39000,0.39,C9H14,34000,0.34,C10H14,26000,0.26,C11H14O,15000,0.15,C12H16,29000,0.29,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2293,578.477,19.2,0,0,0,0,591089.8,0,10,Limonoid,C35H63O5N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,12000,0.12,C8H12,110000,1.1,C9H12,130000,1.3,C10H14,96000,0.96,C11H14O,5700,0.057,C12H14,48000,0.48,none,none,none,none,none,none,C15H20O,4200,0.042,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2245,582.4057,18.6,0,0,0,0,226674,0,12,Limonoid,C25H59O13N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H8O,10000,0.1,C8H10,22000,0.22,C9H10,61000,0.61,C10H12O,9200,0.092,C11H12O,6600,0.066,C12H14,23000,0.23,C13H14O,4000,0.04,C14H14O,3800,0.038,C15H16O,17000,0.17,C16H18O,5300,0.053,C17H18O,6700,0.067,none,none,none,A1,B2,C1,D6,A1B2C1D6
772,584.2697,6.9,0,0,0,58321.35,0,34590.332,14,Limonoid,C28H41O12N1,[M+NH4]+,none,CH2O2,C24H28O9 / C23H26O7,16000.0 / 13000.0,0.1201,C2H4O2,C26H32O9 / C24H28O7,17000.0 / 15000.0,0.1422,none,none,none,none,none,none,C7H10O,2200,0.022,none,none,none,C9H10O2,2100,0.021,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C15H14O2,2400,0.024,C16H18O2,1600,0.016,C17H16O2,2400,0.024,none,none,none,none,none,C1,none,none
772,584.2697,6.9,0,0,0,58321.35,0,34590.332,14,Limonoid,C28H41O12N1,[M+NH4]+,none,CH0O2,C24H28O8 / C23H28O6,4700.0 / 4900.0,0.0461,C2H4O2,C26H32O9 / C24H28O7,17000.0 / 15000.0,0.1422,none,none,none,none,none,none,C7H10O,2200,0.022,none,none,none,C9H10O2,2100,0.021,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C15H14O2,2400,0.024,C16H18O2,1600,0.016,C17H16O2,2400,0.024,none,none,none,none,none,C1,none,none
2315,606.5086,19.5,0,43343.4,0,0,49637.055,135211.34,11,Limonoid,C37H67O5N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C8H12,41000,0.41,C9H14,35000,0.35,C10H14,13000,0.13,C11H14O,3700,0.037,C12H16O,11000,0.11,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2128,608.4887,17.4,0,0,0,0,0,206935.38,11,Limonoid,C36H65O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,8300,0.083,C8H12,17000,0.17,C9H12,17000,0.17,C10H14,16000,0.16,C11H14O,6200,0.062,C12H14,16000,0.16,none,none,none,none,none,none,C15H18O,2100,0.021,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2242,622.5034,18.6,0,0,0,0,58280.6,103900.28,13,Limonoid,C37H67O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,3400,0.034,C8H12,12000,0.12,C9H14,11000,0.11,C10H14,8200,0.082,C11H14O,3100,0.031,C12H16O,12000,0.12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2345,626.5346,19.9,0,12597.007,0,0,60515.668,80868.41,10,Limonoid,C37H71O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,2200,0.022,C8H12,7500,0.075,C9H12,2500,0.025,C10H14,6200,0.062,C11H14O,3200,0.032,C12H16O,5700,0.057,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
892,712.3166,7.7,6371.1963,0,12644.291,25695.773,63639.047,0,34,Limonoid,C34H49O15N1,[M+NH4]+,none,CH0O2,C25H28O4 / C24H28O6,9800.0 / 9300.0,0.0907,C2H4O2,C26H30O7 / C24H26O5,5800.0 / 8200.0,0.0521,C6H4O2,4600,0.046,none,none,none,none,none,none,C8H8O,5700,0.057,C9H10O,3100,0.031,C10H8O2,24000,0.24,C11H10O2,4600,0.046,C12H10O2,7600,0.076,C13H10O4,4200,0.042,C14H14O2,6600,0.066,C15H14O3,5000,0.05,C16H16O2,2600,0.026,C17H16O2,3600,0.036,C26H28O6,8500,0.085,A1,none,C1,D7,none
892,712.3166,7.7,6371.1963,0,12644.291,25695.773,63639.047,0,34,Limonoid,C34H49O15N1,[M+NH4]+,none,CH2O2,C25H26O4 / C24H28O6,11000.0 / 9300.0,0.0869,C2H4O2,C26H30O7 / C24H26O5,5800.0 / 8200.0,0.0521,C6H4O2,4600,0.046,none,none,none,none,none,none,C8H8O,5700,0.057,C9H10O,3100,0.031,C10H8O2,24000,0.24,C11H10O2,4600,0.046,C12H10O2,7600,0.076,C13H10O4,4200,0.042,C14H14O2,6600,0.066,C15H14O3,5000,0.05,C16H16O2,2600,0.026,C17H16O2,3600,0.036,C26H28O6,8500,0.085,A1,none,C1,D7,none
